task,family,model,metric,rule_id,scope,path,line,text,name
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,43,      this.samples2 = samples2;,
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,44,      this.slots = slots;,
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,48,"    public void run(SourceContext<Tuple3<Long, Integer, Integer>> ctx) throws Exception {",
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,54,          long sleepNs = deadline - now;,
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,57,"        ctx.collect(Tuple3.of(n, samples[(int) n], samples2[(int) n + 1]));",
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,62,    public void cancel() {,
M1,F1,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,63,      running = false;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,67,"  static class Fir extends RichFlatMapFunction<Tuple3<Long, Integer, Integer>, Tuple3<Long, Integer, Integer>> {",
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,68,    private static final int WIN = 26;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,69,    private final int[] coef;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,73,      this.coef = coef;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,77,    public void open(OpenContext ctx) {,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,78,      win = new int[WIN];,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,82,"    public void flatMap(Tuple3<Long, Integer, Integer> in, Collector<Tuple3<Long, Integer, Integer>> out) {",
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,84,        win[k] = win[k - 1];,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,86,      win[0] = in.f1;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,88,        return;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,90,      long acc = 0;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,92,        acc += (long) win[k] * coef[k];,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,95,"        throw new ArithmeticException(""suma "" + acc + "" poza int32 -- zakres danych nie wyklucza przepelnienia"");",
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,97,      int y = (int) acc / WIN / 1000;,
M1,F1,flink,C7,JAVA-C7,Fir,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,98,"      out.collect(Tuple3.of(in.f0 + 1, y, in.f2));",
M1,F1,flink,C7,JAVA-C7,topology,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,176,"    DataStream<Tuple3<Long, Integer, Integer>> src = env.addSource(new PacedSource(samples, samples2, slots));",
M1,F1,flink,C7,JAVA-C7,topology,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,177,"    src.flatMap(new Fir(coef)).addSink(new CanonicalSink(out, family, variant));",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,19,"DECLARE MLII INTEGER, V1 INTEGER STREAM ecg, 1/360 FILE 'rec205'",
M1,F2,rql,C4d,RQL-C4d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,19,"DECLARE MLII INTEGER, V1 INTEGER STREAM ecg, 1/360 FILE 'rec205'",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,20,"DECLARE bp_coef INTEGER[25] STREAM bpf, 1 FILE 'bp_coef.txt'",
M1,F2,rql,C4d,RQL-C4d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,20,"DECLARE bp_coef INTEGER[25] STREAM bpf, 1 FILE 'bp_coef.txt'",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,21,"DECLARE d_coef INTEGER[5] STREAM df, 1 FILE 'd_coef.txt'",
M1,F2,rql,C4d,RQL-C4d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,21,"DECLARE d_coef INTEGER[5] STREAM df, 1 FILE 'd_coef.txt'",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,23,SELECT ecg.MLII STREAM mlii FROM ecg,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,24,SELECT ecg.V1 STREAM v1 FROM ecg,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,26,"SELECT * STREAM mlii_win FROM mlii@(1,25)",
M1,F2,rql,C3d,RQL-C3d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,26,"SELECT * STREAM mlii_win FROM mlii@(1,25)",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,27,SELECT mlii_win[_]*bpf[_] STREAM bp_acc FROM mlii_win+bpf,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,28,SELECT bp_acc[0]/1000 STREAM bp_out FROM bp_acc.sumc,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,30,"SELECT * STREAM bp_win FROM bp_out@(1,5)",
M1,F2,rql,C3d,RQL-C3d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,30,"SELECT * STREAM bp_win FROM bp_out@(1,5)",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,31,SELECT bp_win[_]*df[_] STREAM d_acc FROM bp_win+df,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,32,SELECT d_acc[0] STREAM d_out FROM d_acc.sumc,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,34,SELECT d_out[0]*d_out[0]/1000 STREAM sq_out FROM d_out,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,36,"SELECT * STREAM mwi_win FROM sq_out@(1,30)",
M1,F2,rql,C3d,RQL-C3d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,36,"SELECT * STREAM mwi_win FROM sq_out@(1,30)",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,37,SELECT mwi_win[0] STREAM mwi FROM mwi_win.avg,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,39,"SELECT * STREAM mwi_long FROM mwi@(1,180)",
M1,F2,rql,C3d,RQL-C3d,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,39,"SELECT * STREAM mwi_long FROM mwi@(1,180)",
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,40,SELECT mwi_long[0] STREAM mwi_thr FROM mwi_long.avg,
M1,F2,rql,C7,RQL-C7,rql,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,42,"SELECT mlii[0]-900, mwi[0]*5, (mwi[0]-mwi_thr[0]*2)*5, v1[0]-900 STREAM qrs_out FROM mlii+mwi+mwi_thr+v1",
M1,F2,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,59,    t0 = time.monotonic_ns(),
M1,F2,python,C1,PY-C1-SLOT,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,60,    for n in range(slots):,
M1,F2,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,61,        deadline = t0 + n * INTERVAL_NS,
M1,F2,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,62,        now = time.monotonic_ns(),
M1,F2,python,C1,PY-C1-NESTED,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,67,"        for k in range(WIN_BP - 1, 0, -1):",
M1,F2,python,C4,PY-C4,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,64,            time.sleep((deadline - now) / 1e9),
M1,F2,python,C1,PY-C1-NESTED,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,73,"            for k in range(WIN_D - 1, 0, -1):",
M1,F2,python,C1,PY-C1-NESTED,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,80,"                for k in range(WIN_MWI - 1, 0, -1):",
M1,F2,python,C1,PY-C1-NESTED,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,87,"                    for k in range(WIN_THR - 1, 0, -1):",
M1,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,52,    cnt_bp = 0,run.cnt_bp
M1,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,53,    cnt_d = 0,run.cnt_d
M1,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,54,    cnt_mwi = 0,run.cnt_mwi
M1,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,55,    cnt_thr = 0,run.cnt_thr
M1,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,56,    mwi_at = {},run.mwi_at
M1,F2,python,C2,PY-C2-STATE,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,57,    thr_at = {},run.thr_at
M1,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,48,    win_bp = [0] * WIN_BP,run.win_bp
M1,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,49,    win_d = [0] * WIN_D,run.win_d
M1,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,50,    win_mwi = [0] * WIN_MWI,run.win_mwi
M1,F2,python,C3,PY-C3-WINDOW,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,51,    win_thr = [0] * WIN_THR,run.win_thr
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,41,"def run(mlii, v1, bp_coef, d_coef, slots):",
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,42,"    """"""Zwraca listę (logical_index, [pole0, pole1, pole2, pole3]).""""""",
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,43,    WIN_BP = 25,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,44,    WIN_D = 5,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,45,    WIN_MWI = 30,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,46,    WIN_THR = 180,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,47,    INTERVAL_NS = 2_777_778,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,58,    out = [],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,63,        if now < deadline:,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,65,        x = mlii[n],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,71,        if cnt_bp >= WIN_BP:,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,94,        if n in mwi_at and n in thr_at:,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,68,            win_bp[k] = win_bp[k - 1],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,72,"            bp = idiv(sumc([imul(win_bp[k], bp_coef[k]) for k in range(WIN_BP)]), 1000)",
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,77,            if cnt_d >= WIN_D:,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,95,            m = mwi_at[n],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,96,            t = thr_at[n],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,97,"            out.append((n, [isub(x, 900), imul(m, 5), imul(isub(m, imul(t, 2)), 5),",
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,74,                win_d[k] = win_d[k - 1],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,78,"                d = sumc([imul(win_d[k], d_coef[k]) for k in range(WIN_D)])",
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,79,"                sq = idiv(imul(d, d), 1000)",
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,84,                if cnt_mwi >= WIN_MWI:,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,81,                    win_mwi[k] = win_mwi[k - 1],
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,85,                    mwi = avg(win_mwi),
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,91,                    if cnt_thr >= WIN_THR:,
M1,F2,python,C7,PY-C7,run,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,88,                        win_thr[k] = win_thr[k - 1],
M1,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,65,      long t0 = System.nanoTime();,
M1,F2,flink,C1,JAVA-C1,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,66,      for (long n = 0; n < slots && running; n++) {,
M1,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,67,        long deadline = t0 + n * INTERVAL_NS;,
M1,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,68,        long now = System.nanoTime();,
M1,F2,flink,C4,JAVA-C4,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,71,"          Thread.sleep(sleepNs / 1_000_000L, (int) (sleepNs % 1_000_000L));",
M1,F2,flink,C1,JAVA-C1,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,105,      for (int k = WIN - 1; k > 0; k--) {,
M1,F2,flink,C5,JAVA-C5-WARMUP,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,110,      if (filled < WIN) {,
M1,F2,flink,C1,JAVA-C1,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,114,      for (int k = 0; k < WIN; k++) {,
M1,F2,flink,C1,JAVA-C1,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,142,      for (int k = WIN - 1; k > 0; k--) {,
M1,F2,flink,C5,JAVA-C5-WARMUP,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,147,      if (filled < WIN) {,
M1,F2,flink,C1,JAVA-C1,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,151,      for (int k = 0; k < WIN; k++) {,
M1,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,176,      for (int k = WIN - 1; k > 0; k--) {,
M1,F2,flink,C5,JAVA-C5-WARMUP,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,181,      if (filled < WIN) {,
M1,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,185,      for (int k = 0; k < WIN; k++) {,
M1,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,208,      for (int k = WIN - 1; k > 0; k--) {,
M1,F2,flink,C5,JAVA-C5-WARMUP,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,213,      if (filled < WIN) {,
M1,F2,flink,C1,JAVA-C1,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,217,      for (int k = 0; k < WIN; k++) {,
M1,F2,flink,C3,JAVA-C3-WINDOW,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,89,    private int[] win;,BandPass.win
M1,F2,flink,C2,JAVA-C2-STATE,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,90,    private int filled;,BandPass.filled
M1,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,126,    private int[] win;,BandPass.Derivative.win
M1,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,127,    private int filled;,BandPass.Derivative.filled
M1,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,162,    private int[] win;,BandPass.Derivative.SquareMwi.win
M1,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,163,    private int filled;,BandPass.Derivative.SquareMwi.filled
M1,F2,flink,C3,JAVA-C3-WINDOW,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,196,    private int[] win;,BandPass.Derivative.SquareMwi.Threshold.win
M1,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,197,    private int filled;,BandPass.Derivative.SquareMwi.Threshold.filled
M1,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,238,"    private Map<Long, Integer> mliiAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.mliiAt
M1,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,239,"    private Map<Long, Integer> mwiAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.mwiAt
M1,F2,flink,C2,JAVA-C2-STATE,BandPass.Derivative.SquareMwi.Threshold.Assemble,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,240,"    private Map<Long, Integer> thrAt;",BandPass.Derivative.SquareMwi.Threshold.Assemble.thrAt
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,52,"  static class PacedSource extends RichSourceFunction<Tuple5<Long, Integer, Integer, Integer, Integer>> {",
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,53,    private static final long INTERVAL_NS = 2_777_778L;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,54,    private final int[] mlii;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,55,    private final long slots;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,56,    private volatile boolean running = true;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,59,      this.mlii = mlii;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,60,      this.slots = slots;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,64,"    public void run(SourceContext<Tuple5<Long, Integer, Integer, Integer, Integer>> ctx) throws Exception {",
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,70,          long sleepNs = deadline - now;,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,73,        int x = mlii[(int) n];,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,74,"        ctx.collect(Tuple5.of(n, x, x, 0, 0));",
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,79,    public void cancel() {,
M1,F2,flink,C7,JAVA-C7,PacedSource,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,80,      running = false;,
M1,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,85,"  static class BandPass extends RichFlatMapFunction<Tuple5<Long, Integer, Integer, Integer, Integer>,",
M1,F2,flink,C7,JAVA-C7,BandPass,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,87,    private static final int WIN = 25;,
