task,family,model,metric,rule_id,path,line,confirmed,coder
M1,F1,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,41,YES,Codex-manual
M1,F1,python,C1,PY-C1-SLOT,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,42,YES,Codex-manual
M1,F1,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,43,YES,Codex-manual
M1,F1,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,44,YES,Codex-manual
M1,F1,python,C1,PY-C1-NESTED,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,48,YES,Codex-manual
M1,F1,python,C5,PY-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,51,YES,Codex-manual
M1,F1,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,46,YES,Codex-manual
M1,F1,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,39,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,35,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,36,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,37,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,38,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,40,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,45,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,47,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,53,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,54,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,55,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,49,YES,Codex-manual
M1,F1,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/python/core.py,52,YES,Codex-manual
M1,F1,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,49,YES,Codex-manual
M1,F1,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,50,YES,Codex-manual
M1,F1,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,51,YES,Codex-manual
M1,F1,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,52,YES,Codex-manual
M1,F1,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,55,YES,Codex-manual
M1,F1,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,83,YES,Codex-manual
M1,F1,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,87,YES,Codex-manual
M1,F1,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,91,YES,Codex-manual
M1,F1,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,70,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,34,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,35,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,36,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,37,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,38,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,39,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,42,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,43,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,44,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,48,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,54,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,57,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,62,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,63,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,67,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,68,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,69,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,73,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,77,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,78,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,82,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,84,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,86,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,88,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,90,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,92,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,95,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,97,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,98,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,176,YES,Codex-manual
M1,F1,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F1_fir/flink/F1Fir.java,177,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,19,YES,Codex-manual
M1,F2,rql,C4d,RQL-C4d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,19,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,20,YES,Codex-manual
M1,F2,rql,C4d,RQL-C4d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,20,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,21,YES,Codex-manual
M1,F2,rql,C4d,RQL-C4d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,21,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,23,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,24,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,26,YES,Codex-manual
M1,F2,rql,C3d,RQL-C3d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,26,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,27,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,28,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,30,YES,Codex-manual
M1,F2,rql,C3d,RQL-C3d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,30,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,31,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,32,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,34,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,36,YES,Codex-manual
M1,F2,rql,C3d,RQL-C3d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,36,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,37,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,39,YES,Codex-manual
M1,F2,rql,C3d,RQL-C3d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,39,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,40,YES,Codex-manual
M1,F2,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/rql/core.rql,42,YES,Codex-manual
M1,F2,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,59,YES,Codex-manual
M1,F2,python,C1,PY-C1-SLOT,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,60,YES,Codex-manual
M1,F2,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,61,YES,Codex-manual
M1,F2,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,62,YES,Codex-manual
M1,F2,python,C1,PY-C1-NESTED,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,67,YES,Codex-manual
M1,F2,python,C4,PY-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,64,YES,Codex-manual
M1,F2,python,C1,PY-C1-NESTED,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,73,YES,Codex-manual
M1,F2,python,C1,PY-C1-NESTED,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,80,YES,Codex-manual
M1,F2,python,C1,PY-C1-NESTED,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,87,YES,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,52,YES,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,53,YES,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,54,YES,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,55,YES,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,56,YES,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,57,YES,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,48,YES,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,49,YES,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,50,YES,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,51,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,41,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,42,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,43,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,44,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,45,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,46,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,47,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,58,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,63,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,65,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,71,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,94,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,68,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,72,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,77,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,95,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,96,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,97,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,74,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,78,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,79,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,84,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,81,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,85,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,91,YES,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,88,YES,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,65,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,66,YES,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,67,YES,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,68,YES,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,71,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,105,YES,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,110,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,114,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,142,YES,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,147,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,151,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,176,YES,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,181,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,185,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,208,YES,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,213,YES,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,217,YES,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,89,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,90,YES,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,126,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,127,YES,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,162,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,163,YES,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,196,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,197,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,238,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,239,YES,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,240,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,52,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,53,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,54,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,55,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,56,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,59,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,60,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,64,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,70,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,73,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,74,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,79,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,80,YES,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,85,YES,Codex-manual
