task,family,model,metric,rule_id,path,line,confirmed,coder
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,53,,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,54,,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,55,,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,56,,Codex-manual
M1,F2,python,C2,PY-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,57,,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,48,,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,49,,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,50,,Codex-manual
M1,F2,python,C3,PY-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,51,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,41,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,42,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,43,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,44,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,45,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,46,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,47,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,58,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,63,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,65,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,71,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,94,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,68,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,72,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,77,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,95,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,96,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,97,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,74,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,78,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,79,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,84,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,81,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,85,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,91,,Codex-manual
M1,F2,python,C7,PY-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/python/core.py,88,,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,65,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,66,,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,67,,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,68,,Codex-manual
M1,F2,flink,C4,JAVA-C4,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,71,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,105,,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,110,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,114,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,142,,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,147,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,151,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,176,,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,181,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,185,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,208,,Codex-manual
M1,F2,flink,C5,JAVA-C5-WARMUP,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,213,,Codex-manual
M1,F2,flink,C1,JAVA-C1,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,217,,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,89,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,90,,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,126,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,127,,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,162,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,163,,Codex-manual
M1,F2,flink,C3,JAVA-C3-WINDOW,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,196,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,197,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,238,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,239,,Codex-manual
M1,F2,flink,C2,JAVA-C2-STATE,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,240,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,52,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,53,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,54,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,55,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,56,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,59,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,60,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,64,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,70,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,73,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,74,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,79,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,80,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,85,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,87,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,88,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,93,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,97,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,98,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,99,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,103,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,106,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,108,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,109,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,111,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,113,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,115,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,117,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,122,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,124,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,125,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,130,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,134,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,135,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,136,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,140,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,143,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,145,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,146,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,148,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,150,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,152,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,154,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,159,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,161,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,166,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,167,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,168,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,172,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,174,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,175,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,177,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,179,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,180,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,182,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,184,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,186,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,188,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,193,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,195,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,200,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,201,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,202,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,206,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,209,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,211,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,212,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,214,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,216,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,218,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,220,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,230,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,232,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,235,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,243,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,244,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,245,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,246,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,250,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,252,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,253,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,254,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,255,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,256,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,257,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,258,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,260,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,262,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,263,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,264,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,265,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,362,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,363,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,364,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,365,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,366,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,367,,Codex-manual
M1,F2,flink,C7,JAVA-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F2_ecg/flink/F2Ecg.java,368,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,15,,Codex-manual
M1,F3,rql,C4d,RQL-C4d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,15,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,16,,Codex-manual
M1,F3,rql,C4d,RQL-C4d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,16,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,17,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,18,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,19,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,20,,Codex-manual
M1,F3,rql,C3d,RQL-C3d,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,20,,Codex-manual
M1,F3,rql,C7,RQL-C7,/home/michal/github/rdb-experiment/results_20260801_K22v5/tasks/M1/F3_multirate/rql/core.rql,21,,Codex-manual
